,dates,day_of_week,year,month,count
2866,2014-05-16 13:30:04,Friday,2014,5,1
2867,2014-05-16 10:40:05,Friday,2014,5,1
2868,2014-05-16 08:30:03,Friday,2014,5,1
2869,2014-05-16 06:26:53,Friday,2014,5,1
2870,2014-05-15 14:10:03,Thursday,2014,5,1
2871,2014-05-15 12:30:01,Thursday,2014,5,1
2872,2014-05-15 10:51:05,Thursday,2014,5,1
2873,2014-05-15 07:58:35,Thursday,2014,5,1
2874,2014-05-15 06:35:22,Thursday,2014,5,1
2875,2014-05-14 13:50:04,Wednesday,2014,5,1
2876,2014-05-14 11:30:04,Wednesday,2014,5,1
2877,2014-05-14 05:53:09,Wednesday,2014,5,1
2878,2014-05-13 22:40:00,Tuesday,2014,5,1
2879,2014-05-13 14:30:04,Tuesday,2014,5,1
2880,2014-05-13 10:00:09,Tuesday,2014,5,1
2881,2014-05-13 06:30:00,Tuesday,2014,5,1
2882,2014-05-13 06:23:52,Tuesday,2014,5,1
2883,2014-05-13 04:49:52,Tuesday,2014,5,1
2884,2014-05-12 14:15:01,Monday,2014,5,1
2885,2014-05-12 12:21:17,Monday,2014,5,1
2886,2014-05-12 10:20:11,Monday,2014,5,1
2887,2014-05-12 05:43:47,Monday,2014,5,1
2888,2014-05-12 05:42:14,Monday,2014,5,1
2889,2014-05-11 13:34:11,Sunday,2014,5,1
2890,2014-05-11 11:30:00,Sunday,2014,5,1
2891,2014-05-11 07:50:03,Sunday,2014,5,1
2892,2014-05-11 05:41:29,Sunday,2014,5,1
2893,2014-05-10 15:10:03,Saturday,2014,5,1
2894,2014-05-10 09:30:00,Saturday,2014,5,1
2895,2014-05-10 08:01:26,Saturday,2014,5,1
2896,2014-05-09 14:55:33,Friday,2014,5,1
2897,2014-05-09 12:30:00,Friday,2014,5,1
2898,2014-05-09 10:25:28,Friday,2014,5,1
2899,2014-05-09 08:30:01,Friday,2014,5,1
2900,2014-05-09 06:40:20,Friday,2014,5,1
2901,2014-05-08 14:15:00,Thursday,2014,5,1
2902,2014-05-08 11:30:00,Thursday,2014,5,1
2903,2014-05-08 09:30:00,Thursday,2014,5,1
2904,2014-05-08 07:30:01,Thursday,2014,5,1
2905,2014-05-08 05:00:34,Thursday,2014,5,1
2906,2014-05-07 14:10:59,Wednesday,2014,5,1
2907,2014-05-07 13:02:21,Wednesday,2014,5,1
2908,2014-05-07 09:06:20,Wednesday,2014,5,1
2909,2014-05-06 23:18:00,Tuesday,2014,5,1
2910,2014-05-06 14:30:01,Tuesday,2014,5,1
2911,2014-05-06 13:20:23,Tuesday,2014,5,1
2912,2014-05-06 13:18:42,Tuesday,2014,5,1
2913,2014-05-06 10:58:18,Tuesday,2014,5,1
2914,2014-05-06 08:52:27,Tuesday,2014,5,1
2915,2014-05-06 06:44:58,Tuesday,2014,5,1
2916,2014-05-05 15:44:13,Monday,2014,5,1
2917,2014-05-05 15:37:45,Monday,2014,5,1
2918,2014-05-05 13:29:05,Monday,2014,5,1
2919,2014-05-05 09:13:32,Monday,2014,5,1
2920,2014-05-05 06:30:00,Monday,2014,5,1
2921,2014-05-05 05:54:33,Monday,2014,5,1
2922,2014-05-04 13:38:47,Sunday,2014,5,1
2923,2014-05-04 11:12:18,Sunday,2014,5,1
2924,2014-05-04 08:00:00,Sunday,2014,5,1
2925,2014-05-04 05:57:03,Sunday,2014,5,1
2926,2014-05-03 08:54:03,Saturday,2014,5,1
2927,2014-05-03 07:13:36,Saturday,2014,5,1
2928,2014-05-02 14:54:28,Friday,2014,5,1
2929,2014-05-02 11:40:53,Friday,2014,5,1
2930,2014-05-02 09:15:54,Friday,2014,5,1
2931,2014-05-02 05:45:46,Friday,2014,5,1
2932,2014-05-01 13:30:32,Thursday,2014,5,1
2933,2014-05-01 11:30:01,Thursday,2014,5,1
2934,2014-05-01 09:36:01,Thursday,2014,5,1
2935,2014-05-01 08:06:12,Thursday,2014,5,1
2936,2014-05-01 05:45:38,Thursday,2014,5,1
2937,2014-04-30 14:35:41,Wednesday,2014,4,1
2938,2014-04-30 12:20:05,Wednesday,2014,4,1
2939,2014-04-30 08:41:53,Wednesday,2014,4,1
2940,2014-04-30 07:57:14,Wednesday,2014,4,1
2941,2014-04-30 06:02:22,Wednesday,2014,4,1
2942,2014-04-29 23:55:00,Tuesday,2014,4,1
2943,2014-04-29 14:00:00,Tuesday,2014,4,1
2944,2014-04-29 12:00:00,Tuesday,2014,4,1
2945,2014-04-29 10:30:00,Tuesday,2014,4,1
2946,2014-04-29 08:26:18,Tuesday,2014,4,1
2947,2014-04-29 05:47:22,Tuesday,2014,4,1
2948,2014-04-28 13:30:01,Monday,2014,4,1
2949,2014-04-28 12:00:01,Monday,2014,4,1
2950,2014-04-28 12:00:00,Monday,2014,4,1
2951,2014-04-28 10:30:00,Monday,2014,4,1
2952,2014-04-28 08:24:00,Monday,2014,4,1
2953,2014-04-28 06:38:39,Monday,2014,4,1
2954,2014-04-28 05:30:27,Monday,2014,4,1
2955,2014-04-27 13:33:55,Sunday,2014,4,1
2956,2014-04-27 10:30:01,Sunday,2014,4,1
2957,2014-04-27 08:30:01,Sunday,2014,4,1
2958,2014-04-27 07:00:00,Sunday,2014,4,1
2959,2014-04-27 04:30:00,Sunday,2014,4,1
2960,2014-04-26 13:33:24,Saturday,2014,4,1
2961,2014-04-26 10:35:25,Saturday,2014,4,1
2962,2014-04-26 06:30:00,Saturday,2014,4,1
2963,2014-04-26 06:25:51,Saturday,2014,4,1
2964,2014-04-26 06:02:41,Saturday,2014,4,1
2965,2014-04-25 14:09:05,Friday,2014,4,1
2966,2014-04-25 11:22:36,Friday,2014,4,1
2967,2014-04-25 10:22:03,Friday,2014,4,1
2968,2014-04-25 08:00:01,Friday,2014,4,1
2969,2014-04-25 07:00:00,Friday,2014,4,1
2970,2014-04-25 05:26:38,Friday,2014,4,1
2971,2014-04-24 14:29:55,Thursday,2014,4,1
2972,2014-04-24 11:43:55,Thursday,2014,4,1
2973,2014-04-24 10:00:01,Thursday,2014,4,1
2974,2014-04-24 09:03:14,Thursday,2014,4,1
2975,2014-04-24 08:52:53,Thursday,2014,4,1
2976,2014-04-24 06:48:58,Thursday,2014,4,1
2977,2014-04-24 05:06:56,Thursday,2014,4,1
2978,2014-04-23 13:15:00,Wednesday,2014,4,1
2979,2014-04-23 10:40:01,Wednesday,2014,4,1
2980,2014-04-23 09:30:01,Wednesday,2014,4,1
2981,2014-04-23 08:14:04,Wednesday,2014,4,1
2982,2014-04-23 07:24:36,Wednesday,2014,4,1
2983,2014-04-23 05:37:29,Wednesday,2014,4,1
2984,2014-04-22 14:20:40,Tuesday,2014,4,1
2985,2014-04-22 11:56:22,Tuesday,2014,4,1
2986,2014-04-22 09:31:09,Tuesday,2014,4,1
2987,2014-04-22 09:24:26,Tuesday,2014,4,1
2988,2014-04-22 06:51:59,Tuesday,2014,4,1
2989,2014-04-22 05:37:31,Tuesday,2014,4,1
2990,2014-04-21 13:07:57,Monday,2014,4,1
2991,2014-04-21 09:33:03,Monday,2014,4,1
2992,2014-04-21 08:07:46,Monday,2014,4,1
2993,2014-04-21 06:38:11,Monday,2014,4,1
2994,2014-04-21 05:06:32,Monday,2014,4,1
2995,2014-04-20 13:35:29,Sunday,2014,4,1
2996,2014-04-20 11:29:22,Sunday,2014,4,1
2997,2014-04-20 11:25:01,Sunday,2014,4,1
2998,2014-04-20 10:00:01,Sunday,2014,4,1
2999,2014-04-20 08:06:51,Sunday,2014,4,1
3000,2014-04-20 05:25:57,Sunday,2014,4,1
3001,2014-04-19 13:37:26,Saturday,2014,4,1
3002,2014-04-19 11:03:05,Saturday,2014,4,1
3003,2014-04-19 10:30:00,Saturday,2014,4,1
3004,2014-04-19 08:42:38,Saturday,2014,4,1
3005,2014-04-19 08:04:33,Saturday,2014,4,1
3006,2014-04-19 07:03:11,Saturday,2014,4,1
3007,2014-04-18 10:59:16,Friday,2014,4,1
3008,2014-04-18 09:43:28,Friday,2014,4,1
3009,2014-04-18 08:27:59,Friday,2014,4,1
3010,2014-04-18 05:12:50,Friday,2014,4,1
3011,2014-04-18 02:08:00,Friday,2014,4,1
3012,2014-04-17 14:23:11,Thursday,2014,4,1
3013,2014-04-17 12:25:19,Thursday,2014,4,1
3014,2014-04-17 10:45:59,Thursday,2014,4,1
3015,2014-04-17 09:35:32,Thursday,2014,4,1
3016,2014-04-17 07:55:09,Thursday,2014,4,1
3017,2014-04-17 07:13:39,Thursday,2014,4,1
3018,2014-04-17 05:36:45,Thursday,2014,4,1
3019,2014-04-16 14:16:18,Wednesday,2014,4,1
3020,2014-04-16 09:31:24,Wednesday,2014,4,1
3021,2014-04-16 06:57:48,Wednesday,2014,4,1
3022,2014-04-16 04:49:27,Wednesday,2014,4,1
3023,2014-04-15 13:31:35,Tuesday,2014,4,1
3024,2014-04-15 11:15:01,Tuesday,2014,4,1
3025,2014-04-15 08:40:19,Tuesday,2014,4,1
3026,2014-04-15 07:09:05,Tuesday,2014,4,1
3027,2014-04-15 04:55:16,Tuesday,2014,4,1
3028,2014-04-14 13:00:01,Monday,2014,4,1
3029,2014-04-14 11:30:01,Monday,2014,4,1
3030,2014-04-14 10:00:19,Monday,2014,4,1
3031,2014-04-14 07:51:36,Monday,2014,4,1
3032,2014-04-14 05:24:19,Monday,2014,4,1
3033,2014-04-13 13:00:01,Sunday,2014,4,1
3034,2014-04-13 10:00:01,Sunday,2014,4,1
3035,2014-04-13 07:00:00,Sunday,2014,4,1
3036,2014-04-13 04:30:00,Sunday,2014,4,1
3037,2014-04-12 14:30:00,Saturday,2014,4,1
3038,2014-04-12 13:00:01,Saturday,2014,4,1
3039,2014-04-12 11:30:02,Saturday,2014,4,1
3040,2014-04-12 08:58:30,Saturday,2014,4,1
3041,2014-04-11 13:00:00,Friday,2014,4,1
3042,2014-04-11 11:00:00,Friday,2014,4,1
3043,2014-04-11 09:16:10,Friday,2014,4,1
3044,2014-04-11 07:39:33,Friday,2014,4,1
3045,2014-04-11 06:08:06,Friday,2014,4,1
3046,2014-04-10 14:41:11,Thursday,2014,4,1
3047,2014-04-10 12:03:08,Thursday,2014,4,1
3048,2014-04-10 10:00:01,Thursday,2014,4,1
3049,2014-04-10 08:00:00,Thursday,2014,4,1
3050,2014-04-10 06:30:00,Thursday,2014,4,1
3051,2014-04-10 05:30:54,Thursday,2014,4,1
3052,2014-04-09 13:45:01,Wednesday,2014,4,1
3053,2014-04-09 10:16:33,Wednesday,2014,4,1
3054,2014-04-09 10:10:26,Wednesday,2014,4,1
3055,2014-04-09 08:00:00,Wednesday,2014,4,1
3056,2014-04-09 07:00:00,Wednesday,2014,4,1
3057,2014-04-09 06:30:00,Wednesday,2014,4,1
3058,2014-04-09 05:56:37,Wednesday,2014,4,1
3059,2014-04-08 14:03:00,Tuesday,2014,4,1
3060,2014-04-08 11:35:24,Tuesday,2014,4,1
3061,2014-04-08 10:21:07,Tuesday,2014,4,1
3062,2014-04-08 08:00:07,Tuesday,2014,4,1
3063,2014-04-08 06:30:00,Tuesday,2014,4,1
3064,2014-04-08 05:00:05,Tuesday,2014,4,1
3065,2014-04-07 13:00:03,Monday,2014,4,1
3066,2014-04-07 11:26:12,Monday,2014,4,1
3067,2014-04-07 08:30:00,Monday,2014,4,1
3068,2014-04-07 07:12:38,Monday,2014,4,1
3069,2014-04-07 06:06:04,Monday,2014,4,1
3070,2014-04-06 04:30:02,Sunday,2014,4,1
3071,2014-04-05 12:30:00,Saturday,2014,4,1
3072,2014-04-05 09:30:00,Saturday,2014,4,1
3073,2014-04-05 06:30:46,Saturday,2014,4,1
3074,2014-04-04 13:30:03,Friday,2014,4,1
3075,2014-04-04 11:30:01,Friday,2014,4,1
3076,2014-04-04 08:30:00,Friday,2014,4,1
3077,2014-04-04 07:00:00,Friday,2014,4,1
3078,2014-04-04 05:27:09,Friday,2014,4,1
3079,2014-04-03 13:30:01,Thursday,2014,4,1
3080,2014-04-03 10:06:13,Thursday,2014,4,1
3081,2014-04-03 08:00:00,Thursday,2014,4,1
3082,2014-04-03 06:30:00,Thursday,2014,4,1
3083,2014-04-03 05:28:47,Thursday,2014,4,1
3084,2014-04-02 13:33:02,Wednesday,2014,4,1
3085,2014-04-02 13:31:00,Wednesday,2014,4,1
3086,2014-04-02 11:00:00,Wednesday,2014,4,1
3087,2014-04-02 07:54:42,Wednesday,2014,4,1
3088,2014-04-02 06:56:43,Wednesday,2014,4,1
3089,2014-04-02 05:19:16,Wednesday,2014,4,1
3090,2014-04-01 13:00:01,Tuesday,2014,4,1
3091,2014-04-01 10:43:28,Tuesday,2014,4,1
3092,2014-04-01 09:30:01,Tuesday,2014,4,1
3093,2014-04-01 07:59:08,Tuesday,2014,4,1
3094,2014-04-01 05:47:41,Tuesday,2014,4,1
3095,2014-03-31 14:30:01,Monday,2014,3,1
3096,2014-03-31 13:00:00,Monday,2014,3,1
3097,2014-03-31 11:30:01,Monday,2014,3,1
3098,2014-03-31 09:30:00,Monday,2014,3,1
3099,2014-03-31 07:31:29,Monday,2014,3,1
3100,2014-03-31 05:32:12,Monday,2014,3,1
3101,2014-03-30 11:30:00,Sunday,2014,3,1
3102,2014-03-30 09:00:01,Sunday,2014,3,1
3103,2014-03-30 07:14:22,Sunday,2014,3,1
3104,2014-03-29 14:56:44,Saturday,2014,3,1
3105,2014-03-29 12:55:44,Saturday,2014,3,1
3106,2014-03-29 09:28:18,Saturday,2014,3,1
3107,2014-03-29 08:27:44,Saturday,2014,3,1
3108,2014-03-29 06:25:56,Saturday,2014,3,1
3109,2014-03-28 14:00:00,Friday,2014,3,1
3110,2014-03-28 12:45:00,Friday,2014,3,1
3111,2014-03-28 12:13:37,Friday,2014,3,1
3112,2014-03-28 09:50:24,Friday,2014,3,1
3113,2014-03-28 08:00:01,Friday,2014,3,1
3114,2014-03-28 07:09:50,Friday,2014,3,1
3115,2014-03-28 05:26:12,Friday,2014,3,1
3116,2014-03-27 14:00:01,Thursday,2014,3,1
3117,2014-03-27 12:00:01,Thursday,2014,3,1
3118,2014-03-27 10:30:00,Thursday,2014,3,1
3119,2014-03-27 10:06:36,Thursday,2014,3,1
3120,2014-03-27 05:31:38,Thursday,2014,3,1
3121,2014-03-26 13:14:11,Wednesday,2014,3,1
3122,2014-03-26 11:35:11,Wednesday,2014,3,1
3123,2014-03-26 10:00:01,Wednesday,2014,3,1
3124,2014-03-26 09:00:00,Wednesday,2014,3,1
3125,2014-03-26 08:00:31,Wednesday,2014,3,1
3126,2014-03-26 06:02:18,Wednesday,2014,3,1
3127,2014-03-25 13:34:20,Tuesday,2014,3,1
3128,2014-03-25 10:00:01,Tuesday,2014,3,1
3129,2014-03-25 10:00:01,Tuesday,2014,3,1
3130,2014-03-25 07:30:00,Tuesday,2014,3,1
3131,2014-03-25 06:45:28,Tuesday,2014,3,1
3132,2014-03-25 04:37:10,Tuesday,2014,3,1
3133,2014-03-24 13:00:01,Monday,2014,3,1
3134,2014-03-24 09:59:50,Monday,2014,3,1
3135,2014-03-24 08:30:01,Monday,2014,3,1
3136,2014-03-24 07:07:58,Monday,2014,3,1
3137,2014-03-24 05:37:48,Monday,2014,3,1
3138,2014-03-23 14:00:00,Sunday,2014,3,1
3139,2014-03-23 12:47:02,Sunday,2014,3,1
3140,2014-03-23 09:55:35,Sunday,2014,3,1
3141,2014-03-23 07:43:06,Sunday,2014,3,1
3142,2014-03-22 13:00:01,Saturday,2014,3,1
3143,2014-03-22 11:00:01,Saturday,2014,3,1
3144,2014-03-22 08:40:00,Saturday,2014,3,1
3145,2014-03-22 07:32:08,Saturday,2014,3,1
3146,2014-03-21 13:59:35,Friday,2014,3,1
3147,2014-03-21 11:11:53,Friday,2014,3,1
3148,2014-03-21 08:32:28,Friday,2014,3,1
3149,2014-03-21 06:00:01,Friday,2014,3,1
3150,2014-03-21 05:21:04,Friday,2014,3,1
3151,2014-03-20 14:00:01,Thursday,2014,3,1
3152,2014-03-20 13:08:09,Thursday,2014,3,1
3153,2014-03-20 11:30:01,Thursday,2014,3,1
3154,2014-03-20 10:30:01,Thursday,2014,3,1
3155,2014-03-20 08:00:01,Thursday,2014,3,1
3156,2014-03-20 06:47:18,Thursday,2014,3,1
3157,2014-03-20 05:04:47,Thursday,2014,3,1
3158,2014-03-19 13:00:01,Wednesday,2014,3,1
3159,2014-03-19 11:00:00,Wednesday,2014,3,1
3160,2014-03-19 09:30:32,Wednesday,2014,3,1
3161,2014-03-19 08:49:56,Wednesday,2014,3,1
3162,2014-03-19 07:21:56,Wednesday,2014,3,1
3163,2014-03-19 05:47:29,Wednesday,2014,3,1
3164,2014-03-18 13:18:21,Tuesday,2014,3,1
3165,2014-03-18 10:34:15,Tuesday,2014,3,1
3166,2014-03-18 06:00:00,Tuesday,2014,3,1
3167,2014-03-18 05:12:03,Tuesday,2014,3,1
3168,2014-03-17 13:00:02,Monday,2014,3,1
3169,2014-03-17 13:00:01,Monday,2014,3,1
3170,2014-03-17 11:00:01,Monday,2014,3,1
3171,2014-03-17 08:30:00,Monday,2014,3,1
3172,2014-03-17 07:00:00,Monday,2014,3,1
3173,2014-03-17 05:08:18,Monday,2014,3,1
3174,2014-03-16 07:30:01,Sunday,2014,3,1
3175,2014-03-16 05:14:34,Sunday,2014,3,1
3176,2014-03-15 12:30:01,Saturday,2014,3,1
3177,2014-03-15 09:00:00,Saturday,2014,3,1
3178,2014-03-15 06:30:04,Saturday,2014,3,1
3179,2014-03-15 04:30:01,Saturday,2014,3,1
3180,2014-03-14 13:23:14,Friday,2014,3,1
3181,2014-03-14 09:30:01,Friday,2014,3,1
3182,2014-03-14 06:36:01,Friday,2014,3,1
3183,2014-03-14 04:30:01,Friday,2014,3,1
3184,2014-03-13 13:00:01,Thursday,2014,3,1
3185,2014-03-13 13:00:00,Thursday,2014,3,1
3186,2014-03-13 09:30:01,Thursday,2014,3,1
3187,2014-03-13 06:30:00,Thursday,2014,3,1
3188,2014-03-13 04:37:43,Thursday,2014,3,1
3189,2014-03-12 13:00:01,Wednesday,2014,3,1
3190,2014-03-12 10:00:00,Wednesday,2014,3,1
3191,2014-03-12 07:51:15,Wednesday,2014,3,1
3192,2014-03-12 06:55:07,Wednesday,2014,3,1
3193,2014-03-12 04:47:14,Wednesday,2014,3,1
3194,2014-03-11 13:45:00,Tuesday,2014,3,1
3195,2014-03-11 11:00:01,Tuesday,2014,3,1
3196,2014-03-11 08:30:00,Tuesday,2014,3,1
3197,2014-03-11 07:46:45,Tuesday,2014,3,1
3198,2014-03-11 05:05:24,Tuesday,2014,3,1
3199,2014-03-10 14:30:01,Monday,2014,3,1
3200,2014-03-10 12:58:50,Monday,2014,3,1
3201,2014-03-10 10:00:01,Monday,2014,3,1
3202,2014-03-10 08:22:33,Monday,2014,3,1
3203,2014-03-10 05:00:25,Monday,2014,3,1
3204,2014-03-09 12:30:00,Sunday,2014,3,1
3205,2014-03-09 10:30:01,Sunday,2014,3,1
3206,2014-03-09 07:46:45,Sunday,2014,3,1
3207,2014-03-08 13:30:00,Saturday,2014,3,1
3208,2014-03-08 11:30:01,Saturday,2014,3,1
3209,2014-03-08 09:30:01,Saturday,2014,3,1
3210,2014-03-08 08:24:57,Saturday,2014,3,1
3211,2014-03-08 06:07:01,Saturday,2014,3,1
3212,2014-03-07 14:00:01,Friday,2014,3,1
3213,2014-03-07 11:48:09,Friday,2014,3,1
3214,2014-03-07 09:30:01,Friday,2014,3,1
3215,2014-03-07 07:41:02,Friday,2014,3,1
3216,2014-03-07 04:58:14,Friday,2014,3,1
3217,2014-03-06 14:05:06,Thursday,2014,3,1
3218,2014-03-06 11:30:01,Thursday,2014,3,1
3219,2014-03-06 10:30:30,Thursday,2014,3,1
3220,2014-03-06 08:01:29,Thursday,2014,3,1
3221,2014-03-06 05:18:23,Thursday,2014,3,1
3222,2014-03-05 13:00:19,Wednesday,2014,3,1
3223,2014-03-05 09:16:09,Wednesday,2014,3,1
3224,2014-03-05 08:01:16,Wednesday,2014,3,1
3225,2014-03-05 07:23:04,Wednesday,2014,3,1
3226,2014-03-05 05:22:44,Wednesday,2014,3,1
3227,2014-03-04 13:00:01,Tuesday,2014,3,1
3228,2014-03-04 11:30:00,Tuesday,2014,3,1
3229,2014-03-04 10:00:00,Tuesday,2014,3,1
3230,2014-03-04 08:00:00,Tuesday,2014,3,1
3231,2014-03-04 06:30:01,Tuesday,2014,3,1
3232,2014-03-04 05:05:19,Tuesday,2014,3,1
3233,2014-03-03 13:00:01,Monday,2014,3,1
3234,2014-03-03 11:04:03,Monday,2014,3,1
3235,2014-03-03 09:30:00,Monday,2014,3,1
3236,2014-03-03 07:23:24,Monday,2014,3,1
3237,2014-03-03 06:28:03,Monday,2014,3,1
3238,2014-03-03 05:14:14,Monday,2014,3,1
3239,2014-03-02 13:13:18,Sunday,2014,3,1
3240,2014-03-02 10:11:40,Sunday,2014,3,1
3241,2014-03-01 11:30:00,Saturday,2014,3,1
3242,2014-03-01 09:41:01,Saturday,2014,3,1
3243,2014-02-28 08:05:51,Friday,2014,2,1
3244,2014-02-28 05:44:52,Friday,2014,2,1
3245,2014-02-27 13:30:01,Thursday,2014,2,1
3246,2014-02-27 11:30:00,Thursday,2014,2,1
3247,2014-02-27 10:30:01,Thursday,2014,2,1
3248,2014-02-27 09:30:00,Thursday,2014,2,1
3249,2014-02-27 07:30:01,Thursday,2014,2,1
3250,2014-02-27 06:28:53,Thursday,2014,2,1
3251,2014-02-27 04:51:43,Thursday,2014,2,1
3252,2014-02-26 13:36:29,Wednesday,2014,2,1
3253,2014-02-26 11:00:01,Wednesday,2014,2,1
3254,2014-02-26 10:30:00,Wednesday,2014,2,1
3255,2014-02-26 09:30:01,Wednesday,2014,2,1
3256,2014-02-26 08:00:01,Wednesday,2014,2,1
3257,2014-02-26 06:30:00,Wednesday,2014,2,1
3258,2014-02-26 05:12:32,Wednesday,2014,2,1
3259,2014-02-25 13:30:01,Tuesday,2014,2,1
3260,2014-02-25 12:27:05,Tuesday,2014,2,1
3261,2014-02-25 11:00:01,Tuesday,2014,2,1
3262,2014-02-25 10:00:03,Tuesday,2014,2,1
3263,2014-02-25 09:30:01,Tuesday,2014,2,1
3264,2014-02-25 08:46:49,Tuesday,2014,2,1
3265,2014-02-25 06:28:04,Tuesday,2014,2,1
3266,2014-02-25 05:01:16,Tuesday,2014,2,1
3267,2014-02-24 13:00:01,Monday,2014,2,1
3268,2014-02-24 10:30:01,Monday,2014,2,1
3269,2014-02-24 08:39:46,Monday,2014,2,1
3270,2014-02-24 06:39:54,Monday,2014,2,1
3271,2014-02-22 13:30:01,Saturday,2014,2,1
3272,2014-02-22 11:44:25,Saturday,2014,2,1
3273,2014-02-22 07:51:34,Saturday,2014,2,1
3274,2014-02-22 06:31:58,Saturday,2014,2,1
3275,2014-02-21 13:30:01,Friday,2014,2,1
3276,2014-02-21 12:47:04,Friday,2014,2,1
3277,2014-02-21 12:01:26,Friday,2014,2,1
3278,2014-02-21 11:30:00,Friday,2014,2,1
3279,2014-02-21 09:30:01,Friday,2014,2,1
3280,2014-02-21 07:30:01,Friday,2014,2,1
3281,2014-02-21 04:50:06,Friday,2014,2,1
3282,2014-02-20 13:30:02,Thursday,2014,2,1
3283,2014-02-20 12:30:00,Thursday,2014,2,1
3284,2014-02-20 11:30:00,Thursday,2014,2,1
3285,2014-02-20 10:30:00,Thursday,2014,2,1
3286,2014-02-20 08:32:06,Thursday,2014,2,1
3287,2014-02-20 07:10:26,Thursday,2014,2,1
3288,2014-02-20 06:09:04,Thursday,2014,2,1
3289,2014-02-19 13:17:12,Wednesday,2014,2,1
3290,2014-02-19 09:58:28,Wednesday,2014,2,1
3291,2014-02-19 08:39:14,Wednesday,2014,2,1
3292,2014-02-19 06:41:32,Wednesday,2014,2,1
3293,2014-02-19 06:17:38,Wednesday,2014,2,1
3294,2014-02-18 21:29:00,Tuesday,2014,2,1
3295,2014-02-18 13:30:01,Tuesday,2014,2,1
3296,2014-02-18 12:00:01,Tuesday,2014,2,1
3297,2014-02-18 10:00:01,Tuesday,2014,2,1
3298,2014-02-18 09:30:01,Tuesday,2014,2,1
3299,2014-02-18 08:00:01,Tuesday,2014,2,1
3300,2014-02-18 06:00:00,Tuesday,2014,2,1
3301,2014-02-18 05:14:42,Tuesday,2014,2,1
3302,2014-02-17 13:00:01,Monday,2014,2,1
3303,2014-02-17 11:30:00,Monday,2014,2,1
3304,2014-02-17 09:35:01,Monday,2014,2,1
3305,2014-02-17 08:15:57,Monday,2014,2,1
3306,2014-02-17 05:14:34,Monday,2014,2,1
3307,2014-02-16 10:00:00,Sunday,2014,2,1
3308,2014-02-16 09:30:01,Sunday,2014,2,1
3309,2014-02-16 06:00:00,Sunday,2014,2,1
3310,2014-02-16 04:30:00,Sunday,2014,2,1
3311,2014-02-15 12:30:01,Saturday,2014,2,1
3312,2014-02-15 11:30:00,Saturday,2014,2,1
3313,2014-02-15 10:12:21,Saturday,2014,2,1
3314,2014-02-15 08:47:04,Saturday,2014,2,1
3315,2014-02-15 06:30:00,Saturday,2014,2,1
3316,2014-02-14 13:59:49,Friday,2014,2,1
3317,2014-02-14 12:39:58,Friday,2014,2,1
3318,2014-02-14 10:13:10,Friday,2014,2,1
3319,2014-02-14 08:44:22,Friday,2014,2,1
3320,2014-02-14 05:50:48,Friday,2014,2,1
3321,2014-02-13 13:00:00,Thursday,2014,2,1
3322,2014-02-13 10:00:00,Thursday,2014,2,1
3323,2014-02-13 06:14:03,Thursday,2014,2,1
3324,2014-02-12 18:43:00,Wednesday,2014,2,1
3325,2014-02-12 14:42:10,Wednesday,2014,2,1
3326,2014-02-12 14:00:00,Wednesday,2014,2,1
3327,2014-02-12 13:31:22,Wednesday,2014,2,1
3328,2014-02-12 05:49:36,Wednesday,2014,2,1
3329,2014-02-11 22:16:00,Tuesday,2014,2,1
3330,2014-02-11 19:27:00,Tuesday,2014,2,1
3331,2014-02-11 13:30:00,Tuesday,2014,2,1
3332,2014-02-11 11:30:00,Tuesday,2014,2,1
3333,2014-02-11 08:30:01,Tuesday,2014,2,1
3334,2014-02-11 06:57:13,Tuesday,2014,2,1
3335,2014-02-11 05:24:09,Tuesday,2014,2,1
3336,2014-02-10 13:00:00,Monday,2014,2,1
3337,2014-02-10 11:38:05,Monday,2014,2,1
3338,2014-02-10 10:04:37,Monday,2014,2,1
3339,2014-02-10 08:30:00,Monday,2014,2,1
3340,2014-02-10 07:45:38,Monday,2014,2,1
3341,2014-02-09 13:00:01,Sunday,2014,2,1
3342,2014-02-09 11:03:26,Sunday,2014,2,1
3343,2014-02-08 09:43:33,Saturday,2014,2,1
3344,2014-02-07 13:00:01,Friday,2014,2,1
3345,2014-02-07 10:00:01,Friday,2014,2,1
3346,2014-02-07 08:00:01,Friday,2014,2,1
3347,2014-02-07 07:00:01,Friday,2014,2,1
3348,2014-02-07 06:00:03,Friday,2014,2,1
3349,2014-02-06 13:00:01,Thursday,2014,2,1
3350,2014-02-06 11:30:00,Thursday,2014,2,1
3351,2014-02-06 10:00:01,Thursday,2014,2,1
3352,2014-02-06 08:01:48,Thursday,2014,2,1
3353,2014-02-06 05:51:14,Thursday,2014,2,1
3354,2014-02-05 13:00:01,Wednesday,2014,2,1
3355,2014-02-05 11:30:00,Wednesday,2014,2,1
3356,2014-02-05 09:30:00,Wednesday,2014,2,1
3357,2014-02-05 08:22:25,Wednesday,2014,2,1
3358,2014-02-05 05:41:22,Wednesday,2014,2,1
3359,2014-02-04 11:00:00,Tuesday,2014,2,1
3360,2014-02-04 09:10:10,Tuesday,2014,2,1
3361,2014-02-04 07:35:20,Tuesday,2014,2,1
3362,2014-02-04 06:30:00,Tuesday,2014,2,1
3363,2014-02-04 06:06:43,Tuesday,2014,2,1
